km_age,mark,model,power,segment,state,transmission,year,engine_type,region,body_type,color,drive_type,wheell_type,condition,owners_count,customs_cleared,price
1144,BMW,5ER,249,PREMIUM,used,AUTOMATIC,2020,DIESEL,Москва,седан,белый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,4834000
125038,TOYOTA,FORTUNER,166,MEDIUM,used,AUTOMATIC,2018,GASOLINE,Москва,внедорожник 5 дв.,белый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,2200000
56,MERCEDES,GLE_KLASSE,367,PREMIUM,used,AUTOMATIC,2019,GASOLINE,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,3 или более,Растаможен,6548000
153725,INFINITI,M,222,PREMIUM,used,AUTOMATIC,2010,GASOLINE,Москва,седан,чёрный,задний,Левый,Не требует ремонта,3 или более,Растаможен,1048000
0,AUDI,A6,245,PREMIUM,new,ROBOT,2020,GASOLINE,Москва,седан,серый,неизвестно,Левый,Новая,0 владелецев,Растаможен,3490000
160505,VOLKSWAGEN,MULTIVAN,131,MEDIUM,used,AUTOMATIC,2007,DIESEL,Москва,минивэн,чёрный,передний,Левый,Не требует ремонта,2 владельца,Растаможен,987000
9,MERCEDES,E_KLASSE,197,PREMIUM,used,AUTOMATIC,2020,GASOLINE,Москва,седан,чёрный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,3798000
0,MERCEDES,GLE_KLASSE_COUPE,249,PREMIUM,new,AUTOMATIC,2020,DIESEL,Москва,внедорожник 5 дв.,чёрный,неизвестно,Левый,Новая,0 владелецев,Растаможен,8528600
77000,AUDI,A6,190,PREMIUM,used,ROBOT,2015,GASOLINE,Москва,седан,чёрный,передний,Левый,Не требует ремонта,3 или более,Растаможен,1279000
112000,VOLKSWAGEN,TOURAN,140,MEDIUM,used,ROBOT,2012,GASOLINE,Москва,компактвэн,коричневый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,659000
87000,CHEVROLET,TAHOE,409,PREMIUM,used,AUTOMATIC,2015,GASOLINE,Москва,внедорожник 5 дв.,белый,полный,Левый,Не требует ремонта,2 владельца,Растаможен,2650000
138000,MITSUBISHI,LANCER,140,MEDIUM,used,VARIATOR,2014,GASOLINE,Москва,седан,чёрный,передний,Левый,Не требует ремонта,1 владелец,Растаможен,660000
45084,AUDI,A8,340,PREMIUM,used,AUTOMATIC,2018,GASOLINE,Москва,седан,чёрный,полный,Левый,Не требует ремонта,3 или более,Растаможен,5048000
0,MITSUBISHI,OUTLANDER,146,MEDIUM,new,VARIATOR,2020,GASOLINE,Москва,внедорожник 5 дв.,серебристый,неизвестно,Левый,Новая,0 владелецев,Растаможен,1830000
0,MERCEDES,CLA_KLASSE_AMG,306,PREMIUM,new,ROBOT,2020,GASOLINE,Москва,седан,серый,неизвестно,Левый,Новая,0 владелецев,Растаможен,6136670
41444,SKODA,KODIAQ,150,MEDIUM,used,ROBOT,2018,DIESEL,Москва,внедорожник 5 дв.,белый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,2000000
84306,MERCEDES,M_KLASSE,333,PREMIUM,used,AUTOMATIC,2014,GASOLINE,Москва,внедорожник 5 дв.,белый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,1789000
5282,MINI,CLUBMAN,192,PREMIUM,used,AUTOMATIC,2016,GASOLINE,Москва,универсал 5 дв.,фиолетовый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,1790333
195164,LEXUS,LX,367,PREMIUM,used,AUTOMATIC,2008,GASOLINE,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,3 или более,Растаможен,1818000
0,AUDI,Q7,249,PREMIUM,new,AUTOMATIC,2020,DIESEL,Москва,внедорожник 5 дв.,серый,неизвестно,Левый,Новая,0 владелецев,Растаможен,6071900
73490,KIA,SORENTO,200,MEDIUM,used,AUTOMATIC,2017,DIESEL,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,1879000
173579,BMW,X5,245,PREMIUM,used,AUTOMATIC,2010,DIESEL,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,3 или более,Растаможен,1318000
99700,LAND_ROVER,DISCOVERY,249,MEDIUM,used,AUTOMATIC,2014,DIESEL,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,3 или более,Растаможен,1935000
0,VOLKSWAGEN,POLO,110,ECONOMY,new,MECHANICAL,2020,GASOLINE,Москва,лифтбек,бежевый,неизвестно,Левый,Новая,0 владелецев,Растаможен,1273100
0,AUDI,A4,150,PREMIUM,new,ROBOT,2020,GASOLINE,Москва,седан,чёрный,неизвестно,Левый,Новая,0 владелецев,Растаможен,2350000
6711,MERCEDES,GLE_KLASSE_COUPE,333,PREMIUM,used,AUTOMATIC,2019,GASOLINE,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,5248000
41510,BMW,X3,360,PREMIUM,used,AUTOMATIC,2017,GASOLINE,Москва,внедорожник 5 дв.,синий,полный,Левый,Не требует ремонта,1 владелец,Растаможен,3748000
97000,VOLVO,XC60,185,PREMIUM,used,AUTOMATIC,2012,DIESEL,Москва и Московская область,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,1126000
6339,MERCEDES,G_KLASSE_AMG,585,PREMIUM,used,AUTOMATIC,2019,GASOLINE,Москва,внедорожник 5 дв.,белый,полный,Левый,Не требует ремонта,2 владельца,Растаможен,16798000
0,LAND_ROVER,RANGE_ROVER,565,PREMIUM,new,AUTOMATIC,2020,GASOLINE,Москва,внедорожник 5 дв.,серебристый,неизвестно,Левый,Новая,0 владелецев,Растаможен,15797000
148000,SUBARU,FORESTER,158,MEDIUM,used,AUTOMATIC,2007,GASOLINE,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,2 владельца,Растаможен,539000
60310,VAZ,2106,75,ECONOMY,used,MECHANICAL,1996,GASOLINE,Москва,седан,красный,задний,Левый,Не требует ремонта,3 или более,Растаможен,75000
165832,MERCEDES,C_KLASSE,156,PREMIUM,used,AUTOMATIC,2015,GASOLINE,Москва,седан,белый,задний,Левый,Не требует ремонта,2 владельца,Растаможен,1350000
148000,VAZ,LARGUS,102,ECONOMY,used,MECHANICAL,2017,GASOLINE,Москва,универсал 5 дв.,белый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,535000
0,AUDI,Q7,249,PREMIUM,new,AUTOMATIC,2020,DIESEL,Москва,внедорожник 5 дв.,чёрный,неизвестно,Левый,Новая,0 владелецев,Растаможен,5400000
34299,INFINITI,QX50,222,PREMIUM,used,AUTOMATIC,2017,GASOLINE,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,2 владельца,Растаможен,1749000
17700,INFINITI,QX80,405,PREMIUM,used,AUTOMATIC,2019,GASOLINE,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,5725000
7116,BMW,X6,249,PREMIUM,used,AUTOMATIC,2020,DIESEL,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,6547000
0,MERCEDES,E_KLASSE,197,PREMIUM,new,AUTOMATIC,2020,GASOLINE,Москва,седан,чёрный,неизвестно,Левый,Новая,0 владелецев,Растаможен,4594800
239000,ROVER,75,150,MEDIUM,used,AUTOMATIC,2000,GASOLINE,Москва,седан,чёрный,передний,Левый,Не требует ремонта,3 или более,Растаможен,248000
1041,MERCEDES,GLB_KLASSE,150,PREMIUM,used,ROBOT,2020,DIESEL,Москва,внедорожник 5 дв.,белый,полный,Левый,Не требует ремонта,2 владельца,Растаможен,3010000
133500,MERCEDES,G_KLASSE,388,PREMIUM,used,AUTOMATIC,2010,GASOLINE,Москва,внедорожник 5 дв.,серый,полный,Левый,Не требует ремонта,3 или более,Растаможен,3255000
0,MERCEDES,GLC_COUPE,194,PREMIUM,new,AUTOMATIC,2020,DIESEL,Москва,внедорожник 5 дв.,синий,неизвестно,Левый,Новая,0 владелецев,Растаможен,4379120
150863,MERCEDES,SL_KLASSE_AMG,525,PREMIUM,used,AUTOMATIC,2008,GASOLINE,Москва,родстер,серый,задний,Левый,Не требует ремонта,2 владельца,Растаможен,2400000
0,AUDI,Q7,249,PREMIUM,new,AUTOMATIC,2020,DIESEL,Москва,внедорожник 5 дв.,коричневый,неизвестно,Левый,Новая,0 владелецев,Растаможен,6549000
54000,MERCEDES,C_KLASSE,184,PREMIUM,used,AUTOMATIC,2016,GASOLINE,Москва,седан,чёрный,полный,Левый,Не требует ремонта,2 владельца,Растаможен,1950000
48600,MERCEDES,M_KLASSE,333,PREMIUM,used,AUTOMATIC,2015,GASOLINE,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,2 владельца,Растаможен,2199000
119000,BMW,5ER,204,PREMIUM,used,AUTOMATIC,2010,GASOLINE,Москва и Московская область,седан,чёрный,задний,Левый,Не требует ремонта,3 или более,Растаможен,959000
21000,SUZUKI,JIMNY,102,MEDIUM,used,AUTOMATIC,2019,GASOLINE,Москва,внедорожник 3 дв.,зелёный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,1765000
0,VOLVO,XC90,249,PREMIUM,new,AUTOMATIC,2020,GASOLINE,Москва,внедорожник 5 дв.,белый,неизвестно,Левый,Новая,0 владелецев,Растаможен,6201200
10899,VOLKSWAGEN,ATLAS,238,MEDIUM,used,AUTOMATIC,2018,GASOLINE,Москва,внедорожник 5 дв.,белый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,2220000
244000,VOLKSWAGEN,TOUAREG,174,PREMIUM,used,AUTOMATIC,2006,DIESEL,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,3 или более,Растаможен,570000
6028,SKODA,SUPERB,150,MEDIUM,used,ROBOT,2018,GASOLINE,Москва и Московская область,лифтбек,чёрный,передний,Левый,Не требует ремонта,1 владелец,Растаможен,1750000
0,AUDI,Q5,249,PREMIUM,new,ROBOT,2020,GASOLINE,Москва,внедорожник 5 дв.,чёрный,неизвестно,Левый,Новая,0 владелецев,Растаможен,4021450
120129,MERCEDES,E_KLASSE,333,PREMIUM,used,AUTOMATIC,2014,GASOLINE,Москва,седан,коричневый,полный,Левый,Не требует ремонта,3 или более,Растаможен,1497000
0,MITSUBISHI,ASX,117,MEDIUM,new,MECHANICAL,2020,GASOLINE,Москва,внедорожник 5 дв.,белый,неизвестно,Левый,Новая,0 владелецев,Растаможен,1725000
65235,MERCEDES,E_KLASSE,184,PREMIUM,used,AUTOMATIC,2017,GASOLINE,Москва,седан,чёрный,полный,Левый,Не требует ремонта,3 или более,Растаможен,2125000
144125,SUBARU,FORESTER,150,MEDIUM,used,AUTOMATIC,2012,GASOLINE,Москва,внедорожник 5 дв.,серый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,788000
25185,VAZ,2107,73,ECONOMY,used,MECHANICAL,2008,GASOLINE,Москва,седан,коричневый,задний,Левый,Не требует ремонта,1 владелец,Растаможен,175000
34500,ZOTYE,T600,149,MEDIUM,used,MECHANICAL,2017,GASOLINE,Москва,внедорожник 5 дв.,золотистый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,699000
0,AUDI,ALLROAD,249,PREMIUM,new,AUTOMATIC,2020,DIESEL,Москва,универсал 5 дв.,зелёный,неизвестно,Левый,Новая,0 владелецев,Растаможен,5590000
75000,HYUNDAI,I30,130,MEDIUM,used,MECHANICAL,2014,GASOLINE,Москва,хэтчбек 5 дв.,серый,передний,Левый,Не требует ремонта,2 владельца,Растаможен,600000
86152,MAZDA,CX_5,150,MEDIUM,used,AUTOMATIC,2014,GASOLINE,Москва,внедорожник 5 дв.,белый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,1099000
25886,VOLKSWAGEN,TOUAREG,249,PREMIUM,used,AUTOMATIC,2018,DIESEL,Москва,внедорожник 5 дв.,коричневый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,4200000
40550,RENAULT,KOLEOS,171,MEDIUM,used,VARIATOR,2014,GASOLINE,Москва,внедорожник 5 дв.,коричневый,полный,Левый,Не требует ремонта,2 владельца,Растаможен,1100000
49778,TOYOTA,LAND_CRUISER_PRADO,177,PREMIUM,used,AUTOMATIC,2017,DIESEL,Москва,внедорожник 5 дв.,коричневый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,3348000
0,VOLVO,XC60,190,PREMIUM,new,AUTOMATIC,2020,DIESEL,Москва,внедорожник 5 дв.,серый,неизвестно,Левый,Новая,0 владелецев,Растаможен,4533100
